property_id,name,type,distance_km,source
P002,Cottons,retail,0.18,OpenStreetMap
P002,Suvasa,retail,0.277,OpenStreetMap
P002,Laxmi Mishthan Bhandar,food,3.679,OpenStreetMap
P002,Old Green Tandori Dhaba,food,1.665,OpenStreetMap
P002,वर्ल्ड ट्रेड पार्क,retail,6.46,OpenStreetMap
P002,Hotel Raj Style Inn,food,7.008,OpenStreetMap
P002,Neelam Dhaba,food,7.152,OpenStreetMap
P002,Mahadev Dhaba,food,7.179,OpenStreetMap
P002,Saras Parlour,food,5.53,OpenStreetMap
P002,United Colors of Benetton,retail,2.595,OpenStreetMap
P002,Big Bazar,retail,5.087,OpenStreetMap
P002,Chitra Café,food,1.837,OpenStreetMap
P002,Vishal,retail,1.298,OpenStreetMap
P002,Crystal Court,retail,6.216,OpenStreetMap
P002,Kanha,food,6.438,OpenStreetMap
P002,Toyota,retail,1.345,OpenStreetMap
P002,Levi's,retail,1.801,OpenStreetMap
P002,Nibs,food,0.788,OpenStreetMap
P002,Pizza Hut,food,1.424,OpenStreetMap
P002,Unnamed,retail,1.415,OpenStreetMap
P002,McDonald's,food,2.082,OpenStreetMap
P002,Vitthal's Kitchen,food,3.334,OpenStreetMap
P002,M&M FASHION,retail,9.2,OpenStreetMap
P002,Chandni Crafts,retail,1.938,OpenStreetMap
P002,Sanjay Medical Store,retail,2.173,OpenStreetMap
P002,Shimla Hair Art And Spa,retail,2.146,OpenStreetMap
P002,Krishna Gems And Jewellery,retail,2.154,OpenStreetMap
P002,Jaipur Medicals,retail,2.268,OpenStreetMap
P002,Doodh Misthan Bhandar,food,2.581,OpenStreetMap
P002,Shree Ganesh Namkeen Bhandar,food,2.572,OpenStreetMap
P002,Unnamed,retail,2.596,OpenStreetMap
P002,Yo China,food,2.057,OpenStreetMap
P002,Rasav Jewels,retail,1.831,OpenStreetMap
P002,Ram Babu's Silver Mountain,retail,1.818,OpenStreetMap
P002,Bata,retail,2.04,OpenStreetMap
P002,Jewels Emporium,retail,1.996,OpenStreetMap
P002,Shri Jewellery,retail,1.966,OpenStreetMap
P002,Tanishq,retail,1.939,OpenStreetMap
P002,Amrapali Jewels,retail,2.118,OpenStreetMap
P002,Shoppers' Paradise,retail,0.65,OpenStreetMap
P002,Corner 10,food,4.665,OpenStreetMap
P002,Kanyi Restaurant,food,1.467,OpenStreetMap
P002,Cafe Coffee Day,food,0.824,OpenStreetMap
P002,Unnamed,retail,1.7,OpenStreetMap
P002,Sun n Moon,retail,6.865,OpenStreetMap
P002,Vishal Mega Mart,retail,6.862,OpenStreetMap
P002,Aditya's,retail,3.186,OpenStreetMap
P002,Jaipur Textile Market,retail,9.171,OpenStreetMap
P002,"Cheel Gadi, Sanganer",food,10.003,OpenStreetMap
P002,JTM,retail,9.134,OpenStreetMap
P002,Mohan Restaurant,food,1.4,OpenStreetMap
P002,Palika Bazaar,retail,2.733,OpenStreetMap
P002,Big Bazaar,retail,2.766,OpenStreetMap
P002,Shades Beauty Parlor,retail,2.705,OpenStreetMap
P002,Balaji enterprises,retail,9.88,OpenStreetMap
P002,Unnamed,retail,3.22,OpenStreetMap
P002,Unnamed,retail,4.039,OpenStreetMap
P002,Unnamed,retail,7.072,OpenStreetMap
P002,Unnamed,food,3.079,OpenStreetMap
P002,Kailash Restaurant,food,4.229,OpenStreetMap
P002,bella italia,food,1.839,OpenStreetMap
P002,vaishali stationary,retail,2.152,OpenStreetMap
P002,Unnamed,food,4.581,OpenStreetMap
P002,Jaighar,food,9.754,OpenStreetMap
P002,"Rainbow Cafe, Jaipur",food,6.569,OpenStreetMap
P002,Unnamed,food,1.398,OpenStreetMap
P002,Peacock rooftop restaurant,food,0.897,OpenStreetMap
P002,Jal Mahal Ice Cream Parlour,retail,2.211,OpenStreetMap
P002,Rathore plaza,retail,4.847,OpenStreetMap
P002,Unnamed,food,2.799,OpenStreetMap
P002,Unnamed,food,1.083,OpenStreetMap
P002,Shree Jagannath gajak bhandar,retail,3.79,OpenStreetMap
P002,Western Motorsports,retail,3.149,OpenStreetMap
P002,Panache Tours,retail,4.642,OpenStreetMap
P002,Unnamed,food,2.095,OpenStreetMap
P002,India Coffe House,food,2.565,OpenStreetMap
P002,coffey Day,food,1.155,OpenStreetMap
P002,Unnamed,food,3.705,OpenStreetMap
P002,Unnamed,retail,3.277,OpenStreetMap
P002,Unnamed,retail,2.968,OpenStreetMap
P002,Unnamed,food,2.556,OpenStreetMap
P002,Unnamed,food,1.39,OpenStreetMap
P002,Unnamed,retail,2.886,OpenStreetMap
P002,V2 FINE DINING,food,2.26,OpenStreetMap
P002,Unnamed,food,2.161,OpenStreetMap
P002,Cheap food places,food,0.305,OpenStreetMap
P002,Liquor store,retail,0.969,OpenStreetMap
P002,Dhaba,food,0.78,OpenStreetMap
P002,Unnamed,food,1.239,OpenStreetMap
P002,Hotel Marc Inn,food,4.744,OpenStreetMap
P002,CYU Cloth Yourself Urban,retail,2.206,OpenStreetMap
P002,Unnamed,food,3.589,OpenStreetMap
P002,Unnamed,retail,3.685,OpenStreetMap
P002,Green Restaurant Pure Vegetarian,food,1.658,OpenStreetMap
P002,Unnamed,food,1.639,OpenStreetMap
P002,"Samode Haveli , Jaipur",food,5.343,OpenStreetMap
P002,Unnamed,food,0.57,OpenStreetMap
P002,Unnamed,food,2.235,OpenStreetMap
P002,Copper Chimney,food,1.596,OpenStreetMap
P002,"Tapri Central , JAIPUR",food,2.153,OpenStreetMap
P002,Parampara,food,5.9,OpenStreetMap
P002,Unnamed,retail,6.584,OpenStreetMap
P002,Unnamed,retail,2.153,OpenStreetMap
P002,Unnamed,food,5.914,OpenStreetMap
P002,Midtown Multicuisine Restaurant,food,3.397,OpenStreetMap
P002,Unnamed,food,0.715,OpenStreetMap
P002,Unnamed,food,2.747,OpenStreetMap
P002,Unnamed,food,0.689,OpenStreetMap
P002,Unnamed,retail,1.392,OpenStreetMap
P002,saraf carpet and textiles (LLP),retail,5.48,OpenStreetMap
P002,Unnamed,retail,5.931,OpenStreetMap
P002,Lazy Mozo Backpackers,food,0.343,OpenStreetMap
P002,Unnamed,food,1.424,OpenStreetMap
P002,Unnamed,retail,4.745,OpenStreetMap
P002,Unnamed,retail,5.478,OpenStreetMap
P002,"RESTAURANT , JAIPUR",food,6.808,OpenStreetMap
P002,Unnamed,retail,1.445,OpenStreetMap
P002,Bapu Bazaar,retail,3.194,OpenStreetMap
P002,Unnamed,food,4.207,OpenStreetMap
P002,Gulab Ji Chai,food,1.427,OpenStreetMap
P002,The Tattoo Cafe,food,4.005,OpenStreetMap
P002,Hawk View Roof Top Restaurant,food,4.431,OpenStreetMap
P002,Shama Bhojnyala,food,1.623,OpenStreetMap
P002,"Maggie rooftop restaurant , Jaipur",food,1.572,OpenStreetMap
P002,Street food and chai corner,food,3.063,OpenStreetMap
P002,Wind view cafe,food,4.0,OpenStreetMap
P002,Unnamed,food,1.274,OpenStreetMap
P002,Ratnavali,retail,6.469,OpenStreetMap
P002,Sindhi Camp,railway,1.684,OpenStreetMap
P002,Railway Station,railway,0.902,OpenStreetMap
P002,Unnamed,food,1.711,OpenStreetMap
P002,CIP Lounge Airport Jaipur,food,9.267,OpenStreetMap
P002,Airr Toast,food,9.282,OpenStreetMap
P002,Curious Life Coffee Roasters,food,0.943,OpenStreetMap
P002,Unnamed,retail,6.647,OpenStreetMap
P002,Unnamed,food,1.422,OpenStreetMap
P002,Cafe Coffee Day,food,2.95,OpenStreetMap
P002,Monkey Temple Ticket Office,retail,7.005,OpenStreetMap
P002,Sisodia Rani Garden and Palace Ticket Office,retail,6.906,OpenStreetMap
P002,"Rajasthali, Government handicraft emporium",retail,2.689,OpenStreetMap
P002,Unnamed,retail,6.245,OpenStreetMap
P002,Unnamed,food,4.422,OpenStreetMap
P002,Unnamed,food,4.395,OpenStreetMap
P002,"Kapda Ghar , Jaipur",retail,6.506,OpenStreetMap
P002,Royal Sheritan Rooftop Bar,food,4.438,OpenStreetMap
P002,"Restaurant , Jaipur",food,6.447,OpenStreetMap
P002,Unnamed,retail,2.069,OpenStreetMap
P002,Unnamed,retail,1.194,OpenStreetMap
P002,Umaid Bhawan,food,2.063,OpenStreetMap
P002,Unnamed,food,5.148,OpenStreetMap
P002,Unnamed,food,1.641,OpenStreetMap
P002,Unnamed,food,0.893,OpenStreetMap
P002,Jaipur modern,food,0.977,OpenStreetMap
P002,Unnamed,food,5.702,OpenStreetMap
P002,Green pigeon,food,5.711,OpenStreetMap
P002,Unnamed,food,5.715,OpenStreetMap
P002,Unnamed,retail,6.36,OpenStreetMap
P002,Unnamed,retail,2.756,OpenStreetMap
P002,Unnamed,retail,1.157,OpenStreetMap
P002,jtm mall jagatpura,retail,9.153,OpenStreetMap
P002,Lassiwara,food,2.222,OpenStreetMap
P002,CHANMAN,food,5.413,OpenStreetMap
P002,Unnamed,food,4.337,OpenStreetMap
P002,Unnamed,food,2.22,OpenStreetMap
P002,Unnamed,retail,2.096,OpenStreetMap
P002,Unnamed,retail,4.235,OpenStreetMap
P002,Unnamed,retail,4.261,OpenStreetMap
P002,Kalyan Rooftop Restaurant,food,0.902,OpenStreetMap
P002,Unnamed,food,6.352,OpenStreetMap
P002,Unnamed,food,3.958,OpenStreetMap
P002,Unnamed,food,4.151,OpenStreetMap
P002,Unnamed,retail,2.956,OpenStreetMap
P002,Unnamed,retail,1.394,OpenStreetMap
P002,dasaprakash,food,1.917,OpenStreetMap
P002,Shri Krishna Restaurant,food,1.596,OpenStreetMap
P002,Atithiya,food,1.713,OpenStreetMap
P002,Unnamed,retail,2.61,OpenStreetMap
P002,Reme Lifestyle,retail,1.257,OpenStreetMap
P002,Unnamed,retail,1.84,OpenStreetMap
P002,Puma,retail,2.198,OpenStreetMap
P002,Unnamed,retail,6.082,OpenStreetMap
P002,Unnamed,retail,6.249,OpenStreetMap
P002,Sahu Ki Chai,food,3.242,OpenStreetMap
P002,Nibs Restaurant Cafe,food,0.942,OpenStreetMap
P002,Tasty King,food,3.164,OpenStreetMap
P002,Civil Lines,railway,0.868,OpenStreetMap
P002,Amarnath Café,food,6.307,OpenStreetMap
P002,Unnamed,food,4.234,OpenStreetMap
P002,Unnamed,food,2.949,OpenStreetMap
P002,Unnamed,retail,1.229,OpenStreetMap
P002,Brown Bites bakes and cafe,food,0.668,OpenStreetMap
P002,McDonald's,food,4.446,OpenStreetMap
P002,Royal Bakery JTM mall,retail,9.243,OpenStreetMap
P002,Venus Bakery,retail,3.695,OpenStreetMap
P002,Bajaj & Ktm bikes,retail,3.388,OpenStreetMap
P002,Kanha Restaurant,food,3.726,OpenStreetMap
P002,Indian Sweets shop,retail,5.066,OpenStreetMap
P002,KFC,food,4.617,OpenStreetMap
P002,Pizza Hut,food,4.625,OpenStreetMap
P002,Tanishq,retail,5.036,OpenStreetMap
P002,Jodhpur Sweets,retail,5.149,OpenStreetMap
P002,Big Bazaar,retail,4.623,OpenStreetMap
P002,Domino's,food,4.613,OpenStreetMap
P002,The Crust,retail,4.556,OpenStreetMap
P002,Royal Bakery,retail,4.553,OpenStreetMap
P002,Reliance Fresh,retail,4.586,OpenStreetMap
P002,Chinkara Canteen,retail,2.526,OpenStreetMap
P002,Advance Honda,retail,4.907,OpenStreetMap
P002,Unnamed,food,2.071,OpenStreetMap
P002,Surabhi,food,4.775,OpenStreetMap
P002,Unnamed,food,2.522,OpenStreetMap
P002,Aanandam,food,5.731,OpenStreetMap
P002,Grab A Coffee,food,5.216,OpenStreetMap
P002,Tan-Sukh,food,5.1,OpenStreetMap
P002,Vipul Motors (Maruti Suzuki Arena),retail,2.769,OpenStreetMap
P002,Chanakya,food,5.362,OpenStreetMap
P002,Sankalp,food,4.045,OpenStreetMap
P002,Renault,retail,2.276,OpenStreetMap
P002,Unnamed,food,2.18,OpenStreetMap
P002,Virasat Heritage Restaurant,food,1.209,OpenStreetMap
P002,McDonald's,food,0.802,OpenStreetMap
P002,Pizza Hut Delivery,food,0.775,OpenStreetMap
P002,Unnamed,retail,5.433,OpenStreetMap
P002,Reliance Footprint,retail,3.694,OpenStreetMap
P002,Unnamed,retail,1.617,OpenStreetMap
P002,Godrej interio,retail,3.711,OpenStreetMap
P002,Jharkand electronics,retail,3.743,OpenStreetMap
P002,Goodyear dealer,retail,3.718,OpenStreetMap
P002,Jodhpur sweets,retail,9.453,OpenStreetMap
P002,Masala Chowk,food,3.033,OpenStreetMap
P002,Chai Chaskaa,food,5.615,OpenStreetMap
P002,Kullad - The Teafe',food,5.406,OpenStreetMap
P002,Vinayak Stationery,retail,5.442,OpenStreetMap
P002,Shree Radhe,food,5.455,OpenStreetMap
P002,Tempties,food,5.419,OpenStreetMap
P002,Cafe 48,food,5.424,OpenStreetMap
P002,North West Corner,food,5.348,OpenStreetMap
P002,Agrawal Traders,retail,1.774,OpenStreetMap
P002,Sadi Center,retail,1.779,OpenStreetMap
P002,NEXA KP Automotive,retail,3.774,OpenStreetMap
P002,Renault Jaipur West,retail,3.774,OpenStreetMap
P002,The Royal Ship,food,3.833,OpenStreetMap
P002,Unnamed,retail,4.542,OpenStreetMap
P002,Dhaliwal & Company,retail,4.21,OpenStreetMap
P002,Reliance Fresh,retail,4.67,OpenStreetMap
P002,Easy day,retail,5.26,OpenStreetMap
P002,Dell Store,retail,5.251,OpenStreetMap
P002,Kebabs & Curries Company,food,5.231,OpenStreetMap
P002,Kesar Kanha,food,5.244,OpenStreetMap
P002,Unnamed,retail,5.221,OpenStreetMap
P002,Barasana Cycle,retail,5.064,OpenStreetMap
P002,Unnamed,retail,5.079,OpenStreetMap
P002,Jaipur Farms,retail,5.092,OpenStreetMap
P002,map Acres,food,4.085,OpenStreetMap
P002,Bata,retail,4.667,OpenStreetMap
P002,Candra Furniture,retail,4.668,OpenStreetMap
P002,Mandakini Sarees,retail,4.674,OpenStreetMap
P002,CREO kitchens,retail,4.535,OpenStreetMap
P002,The Drapery Store,retail,4.713,OpenStreetMap
P002,SIS security,retail,4.717,OpenStreetMap
P002,KK Sports,retail,4.978,OpenStreetMap
P002,Reliance Digital,retail,3.827,OpenStreetMap
P002,Unnamed,retail,4.295,OpenStreetMap
P002,Unnamed,food,2.824,OpenStreetMap
P002,Samrat street food,food,3.416,OpenStreetMap
P002,Samsung Service Center,retail,3.572,OpenStreetMap
P002,"Ashirwad Study Point , JAIPUR",retail,6.659,OpenStreetMap
P002,Molly Moo,food,1.171,OpenStreetMap
P002,Unnamed,retail,1.3,OpenStreetMap
P002,Charis cafe,food,0.545,OpenStreetMap
P002,Shweta Kothari,retail,1.399,OpenStreetMap
P002,Mayori Conscious Clothing Store,retail,0.289,OpenStreetMap
P002,Local market,retail,2.974,OpenStreetMap
P002,Unnamed,food,0.715,OpenStreetMap
P002,"Blue door Cafe  , Jaipur",food,4.101,OpenStreetMap
P002,Bhandari Jewellers,retail,5.777,OpenStreetMap
P002,Unnamed,retail,0.363,OpenStreetMap
P002,Unnamed,retail,2.612,OpenStreetMap
P002,burger singh,food,2.08,OpenStreetMap
P002,Unnamed,retail,3.913,OpenStreetMap
P002,JSS Makeovers & Makeup Academy,retail,6.221,OpenStreetMap
P002,The Hungry Owl,food,7.114,OpenStreetMap
P002,Ashoka Jewellers,retail,3.8,OpenStreetMap
P002,Sri Motu Ram Prasadam,food,7.485,OpenStreetMap
P002,The Block Story,retail,0.976,OpenStreetMap
P002,Chandpole,railway,2.56,OpenStreetMap
P002,Choti Chaupar,railway,3.263,OpenStreetMap
P002,Badi Chaupar,railway,3.925,OpenStreetMap
P002,DMart,retail,3.979,OpenStreetMap
P002,Chinkara Gas Agency,retail,2.705,OpenStreetMap
P002,Flora International,retail,5.94,OpenStreetMap
P002,IIFL Goal Loan,retail,5.934,OpenStreetMap
P002,Muthoot Finance Ltd.,retail,5.944,OpenStreetMap
P002,D.K.Jewellers,retail,5.942,OpenStreetMap
P002,Cafe Coffee Day,food,5.92,OpenStreetMap
P002,Lakme Salon,retail,5.925,OpenStreetMap
P002,Style N Scissors,retail,5.943,OpenStreetMap
P002,Unnamed,food,5.178,OpenStreetMap
P002,South Indian Dosa Corner,food,5.179,OpenStreetMap
P002,Unnamed,food,5.176,OpenStreetMap
P002,Unnamed,retail,5.176,OpenStreetMap
P002,National Handloom - Vaishali Nagar,retail,5.18,OpenStreetMap
P002,Liverpool,retail,5.162,OpenStreetMap
P002,Shyam Sweets,retail,5.181,OpenStreetMap
P002,Jagdamba Jewellers,retail,5.191,OpenStreetMap
P002,Lal kothi Shopping centre,retail,3.327,OpenStreetMap
P002,Shreeram Flowers,retail,0.912,OpenStreetMap
P002,Brown Sugar,retail,0.911,OpenStreetMap
P002,ShuchiVC,retail,1.051,OpenStreetMap
P002,Cafe Coffee Day,food,1.055,OpenStreetMap
P002,Unnamed,retail,1.339,OpenStreetMap
P002,Sunshine Honda,retail,1.223,OpenStreetMap
P002,Saras Dairy,retail,5.094,OpenStreetMap
P002,Harish Cycles,retail,4.254,OpenStreetMap
P002,Santosh Shekhawati Furniture & Home Decor,retail,4.261,OpenStreetMap
P002,Ridhi Sidhi Sweets,retail,4.288,OpenStreetMap
P002,Adarsh Sports & Fitness,retail,4.304,OpenStreetMap
P002,Gulnar Juice,food,4.279,OpenStreetMap
P002,Mobile Wale,retail,4.276,OpenStreetMap
P002,Lee Optics,retail,5.25,OpenStreetMap
P002,One Two Ka Four,retail,5.255,OpenStreetMap
P002,ShoeExpress,retail,5.255,OpenStreetMap
P002,Jodhpur Sweet Centre,retail,5.284,OpenStreetMap
P002,Mama wheel repairing center,retail,1.344,OpenStreetMap
P002,JAYANTI CAR WORLD,retail,6.085,OpenStreetMap
P002,Coffee Break,food,5.111,OpenStreetMap
P002,Rajlaxmi designer studio,retail,5.163,OpenStreetMap
P002,Mittal Garments,retail,1.656,OpenStreetMap
P002,Saas Bahu Ladies Tailor,retail,1.32,OpenStreetMap
P002,Bhairu Sahu Matka Kulfi Juice & Ice Cream,retail,1.328,OpenStreetMap
P002,Cafe Coffee Day,food,4.681,OpenStreetMap
P002,Levi's,retail,4.676,OpenStreetMap
P002,Puma,retail,4.672,OpenStreetMap
P002,United Colors of Benetton,retail,4.666,OpenStreetMap
P002,Girls Paradise,retail,4.687,OpenStreetMap
P002,spykar,retail,4.694,OpenStreetMap
P002,U.S. Polo Assn.,retail,4.696,OpenStreetMap
P002,Mufti,retail,4.668,OpenStreetMap
P002,Juicy Fruity,food,4.689,OpenStreetMap
P002,Big Bazaar,retail,4.702,OpenStreetMap
P002,Domino's,food,4.707,OpenStreetMap
P002,American Grill,food,4.702,OpenStreetMap
P002,Provogue,retail,4.678,OpenStreetMap
P002,ISLIE by priya jain,retail,2.808,OpenStreetMap
P002,Evershine Tower,retail,4.644,OpenStreetMap
P002,Unnamed,food,2.5,OpenStreetMap
P002,Manasarovar,railway,5.205,OpenStreetMap
P002,Frontier Biscuits,retail,4.557,OpenStreetMap
P002,Easyday Club,retail,4.378,OpenStreetMap
P002,VLCC,retail,4.594,OpenStreetMap
P002,Dengri's - The Restro Lounge,food,4.618,OpenStreetMap
P002,Choco Cheri,retail,4.586,OpenStreetMap
P002,Cityvibes,retail,4.626,OpenStreetMap
P002,Shyam Nagar,railway,2.44,OpenStreetMap
P002,Vivek Vihar,railway,3.213,OpenStreetMap
P002,New Aatish Market,railway,4.174,OpenStreetMap
P002,Prem Motors - Maruti Servce Center,retail,1.224,OpenStreetMap
P002,Firstcry Shop,retail,7.353,OpenStreetMap
P002,Firstcry,retail,5.19,OpenStreetMap
P002,Firstcry,retail,4.86,OpenStreetMap
P002,Vijay Udhyog,retail,1.709,OpenStreetMap
P002,Hakim Alam's,retail,1.712,OpenStreetMap
P002,Coffee America,food,5.648,OpenStreetMap
P002,Ticket Counter,retail,9.583,OpenStreetMap
P002,"""Pandey Moorti Kala Kendra"", ""Pandey Moorti Bhandar"", ""Pandey Exports""",retail,2.738,OpenStreetMap
P002,Spykar,retail,0.892,OpenStreetMap
P002,Find My Tour,retail,1.921,OpenStreetMap
P002,Mehta Pustak Bhandar,food,3.306,OpenStreetMap
P002,Black Pizza,food,3.218,OpenStreetMap
P002,Herbs On Pizza,food,7.212,OpenStreetMap
P002,WORLD OF TITAN,retail,5.128,OpenStreetMap
P002,Tan-Sukh,food,3.73,OpenStreetMap
P002,Unnamed,retail,3.748,OpenStreetMap
P002,Unnamed,retail,1.468,OpenStreetMap
P002,Wrangler,retail,4.874,OpenStreetMap
P002,Trendswheel,retail,7.362,OpenStreetMap
P002,Starbucks,food,0.53,OpenStreetMap
P002,Café BAE,food,1.173,OpenStreetMap
P002,Shop N Save Departmental Store,retail,5.151,OpenStreetMap
P002,Unnamed,food,0.694,OpenStreetMap
P002,Fabindia,retail,1.717,OpenStreetMap
P002,thali and more,food,1.557,OpenStreetMap
P002,Unnamed,food,1.342,OpenStreetMap
P002,Unnamed,food,1.3,OpenStreetMap
P002,Unnamed,food,6.837,OpenStreetMap
P002,Reservation Counter,retail,0.929,OpenStreetMap
P002,Reservation Counter,retail,0.93,OpenStreetMap
P002,Reservation Counter,retail,0.93,OpenStreetMap
P002,Hawa Mahal tickets,retail,3.935,OpenStreetMap
P002,Unnamed,food,3.004,OpenStreetMap
P002,Shree OmBana Jewellers,retail,9.77,OpenStreetMap
P002,Ekna Car Care,retail,7.849,OpenStreetMap
P002,Unnamed,retail,1.087,OpenStreetMap
P002,Vinay Restaurant,food,2.13,OpenStreetMap
P002,Pietre del mondo since 1963,retail,4.117,OpenStreetMap
P002,Shyam Jewellers,retail,3.81,OpenStreetMap
P002,Lal Kothi Sabji Mandi,retail,3.063,OpenStreetMap
P002,Terrazzo,food,3.204,OpenStreetMap
P002,"Talk Of The Town, Lal Kothi",food,3.145,OpenStreetMap
P002,The Khopcha Cafe,food,3.207,OpenStreetMap
P002,Kabul Chicken Sajji,food,4.195,OpenStreetMap
P002,Arun Silver,retail,1.545,OpenStreetMap
P002,Unnamed,food,3.496,OpenStreetMap
P002,Domino's,food,9.15,OpenStreetMap
P002,Unnamed,retail,1.699,OpenStreetMap
P002,Rajastani Thali Dal Baati Churma,food,1.94,OpenStreetMap
P002,Unnamed,retail,9.849,OpenStreetMap
P002,Unnamed,retail,3.351,OpenStreetMap
P002,Tribes India,retail,2.669,OpenStreetMap
P002,The Warehouse Cafe,food,2.992,OpenStreetMap
P002,Bike Servicing and Repairing Shop,retail,2.949,OpenStreetMap
P002,Adarsh Sports,retail,2.375,OpenStreetMap
P002,Khandelwal Book Depot,retail,3.464,OpenStreetMap
P002,the doors restaurant,food,2.096,OpenStreetMap
P002,matti indian cafe house,food,1.331,OpenStreetMap
P002,Unnamed,food,2.057,OpenStreetMap
P002,DMart,retail,7.627,OpenStreetMap
P002,Burger King,food,9.186,OpenStreetMap
P002,"music intruments shop, JAIPUR",retail,2.261,OpenStreetMap
P002,city mart,retail,2.209,OpenStreetMap
P002,salon,food,2.172,OpenStreetMap
P002,nains nail salon,retail,2.265,OpenStreetMap
P002,Roseberry,food,4.661,OpenStreetMap
P002,Darshan,retail,5.426,OpenStreetMap
P002,B L Enterprises- Laptop Repair,retail,4.569,OpenStreetMap
P002,JODHPUR SWEET HOME,retail,9.897,OpenStreetMap
