property_id,name,type,latitude,longitude,source
P002,Unnamed,retail,26.9287364,75.7932585,OpenStreetMap
P002,Unnamed,retail,26.928341,75.8276592,OpenStreetMap
P002,Unnamed,food,26.9215409,75.7899902,OpenStreetMap
P002,Unnamed,food,26.9216327,75.7899951,OpenStreetMap
P002,Unnamed,food,26.9217378,75.790092,OpenStreetMap
P002,Unnamed,retail,26.9217932,75.7900061,OpenStreetMap
P002,Kebabs and Curries Company,food,26.9286951,75.7891802,OpenStreetMap
P002,Unnamed,retail,26.9303379,75.7909668,OpenStreetMap
P002,Unnamed,retail,26.9336009,75.8045928,OpenStreetMap
P002,Unnamed,retail,26.9336356,75.8052903,OpenStreetMap
P002,Unnamed,retail,26.934203,75.8176664,OpenStreetMap
P002,Unnamed,food,26.9343608,75.817633,OpenStreetMap
P002,Unnamed,retail,26.9348814,75.81737,OpenStreetMap
P002,Unnamed,retail,26.9348994,75.8175924,OpenStreetMap
P002,Unnamed,retail,26.935037,75.7992987,OpenStreetMap
P002,Unnamed,retail,26.9329989,75.8145946,OpenStreetMap
P002,Unnamed,retail,26.9342688,75.8176424,OpenStreetMap
P002,Unnamed,retail,26.9343307,75.8177183,OpenStreetMap
P002,Unnamed,retail,26.9336804,75.8080715,OpenStreetMap
P002,Unnamed,retail,26.933742,75.8077109,OpenStreetMap
P002,Unnamed,retail,26.9319949,75.8071172,OpenStreetMap
P002,chai,retail,26.9326934,75.8049478,OpenStreetMap
P002,Unnamed,retail,26.9335062,75.8038128,OpenStreetMap
P002,Unnamed,retail,26.9323592,75.8037233,OpenStreetMap
P002,Unnamed,retail,26.9322438,75.8037149,OpenStreetMap
P002,Unnamed,retail,26.9321277,75.8036823,OpenStreetMap
P002,Unnamed,retail,26.9308548,75.8024922,OpenStreetMap
P002,Unnamed,retail,26.9325734,75.8118145,OpenStreetMap
P002,Unnamed,retail,26.9326202,75.810238,OpenStreetMap
P002,Unnamed,retail,26.9335512,75.8086284,OpenStreetMap
P002,Unnamed,retail,26.9315314,75.8062815,OpenStreetMap
P002,Unnamed,retail,26.9321428,75.8057952,OpenStreetMap
P002,Unnamed,retail,26.9326242,75.8049788,OpenStreetMap
P002,Unnamed,retail,26.9329111,75.8038117,OpenStreetMap
P002,Unnamed,retail,26.9318427,75.8034753,OpenStreetMap
P002,Unnamed,retail,26.9309318,75.8025442,OpenStreetMap
P002,Dry Cleaner,retail,26.9290754,75.798808,OpenStreetMap
P002,Unnamed,food,26.9325276,75.8051602,OpenStreetMap
P002,Unnamed,food,26.9326626,75.805048,OpenStreetMap
P002,Unnamed,retail,26.9334933,75.8039254,OpenStreetMap
P002,Unnamed,retail,26.9320958,75.8036979,OpenStreetMap
P002,"clothes shopping street , Jaipur",retail,26.9306838,75.802885,OpenStreetMap
P002,Unnamed,food,26.9320583,75.8059259,OpenStreetMap
P002,Unnamed,retail,26.9320749,75.8057521,OpenStreetMap
P002,Unnamed,retail,26.9327185,75.8050141,OpenStreetMap
P002,fried chicken,food,26.9332474,75.8045387,OpenStreetMap
P002,"Medical Center and Provisions , Jaipur",retail,26.9303282,75.8020142,OpenStreetMap
P002,Unnamed,food,26.9231,75.8004776,OpenStreetMap
P002,Unnamed,retail,26.9231623,75.8252878,OpenStreetMap
P002,sculpture shop road,retail,26.9220157,75.8134814,OpenStreetMap
P002,Unnamed,retail,26.9250409,75.8114627,OpenStreetMap
P002,Unnamed,retail,26.9254223,75.8115587,OpenStreetMap
P002,Unnamed,retail,26.9257574,75.8116851,OpenStreetMap
P002,Unnamed,food,26.9230523,75.8003477,OpenStreetMap
P002,Rajasthan Craft Plaza Family Restaurant,food,26.9228362,75.7999201,OpenStreetMap
P002,Unnamed,retail,26.9256528,75.8115189,OpenStreetMap
P002,Unnamed,retail,26.9253072,75.8114347,OpenStreetMap
P002,Unnamed,retail,26.9256219,75.8119653,OpenStreetMap
P002,Unnamed,retail,26.9260352,75.8110856,OpenStreetMap
P002,Unnamed,retail,26.9261919,75.8101125,OpenStreetMap
P002,Unnamed,retail,26.9231121,75.8110642,OpenStreetMap
P002,Unnamed,retail,26.9253246,75.8115279,OpenStreetMap
P002,Unnamed,retail,26.9256591,75.8118739,OpenStreetMap
P002,Unnamed,retail,26.9234161,75.7883429,OpenStreetMap
P002,J. K,food,26.9228991,75.7881135,OpenStreetMap
P002,Unnamed,food,26.921957,75.7874144,OpenStreetMap
P002,Unnamed,food,26.920586,75.7889612,OpenStreetMap
P002,Unnamed,food,26.921734,75.7899982,OpenStreetMap
P002,Unnamed,retail,26.922457,75.7910215,OpenStreetMap
P002,Unnamed,retail,26.9239299,75.7907919,OpenStreetMap
P002,Unnamed,food,26.9227264,75.7879904,OpenStreetMap
P002,Unnamed,retail,26.9207218,75.7885039,OpenStreetMap
P002,Unnamed,food,26.9205585,75.7894701,OpenStreetMap
P002,Unnamed,food,26.9216858,75.7899975,OpenStreetMap
P002,Unnamed,retail,26.9230387,75.7909998,OpenStreetMap
P002,Unnamed,retail,26.9271937,75.7912721,OpenStreetMap
P002,Unnamed,food,26.9215132,75.787464,OpenStreetMap
P002,Unnamed,food,26.9205665,75.7895717,OpenStreetMap
P002,Unnamed,food,26.9202667,75.7897862,OpenStreetMap
P002,Unnamed,food,26.9164407,75.8612012,OpenStreetMap
P002,Unnamed,food,26.9257211,75.8078159,OpenStreetMap
P002,Rajasthani Thali,food,26.9228662,75.8013105,OpenStreetMap
P002,Thali House,food,26.9225559,75.7991003,OpenStreetMap
P002,Unnamed,retail,26.9202162,75.789534,OpenStreetMap
P002,Unnamed,retail,26.9201237,75.7893676,OpenStreetMap
P002,Unnamed,retail,26.9252255,75.7908696,OpenStreetMap
P002,Unnamed,retail,26.9232521,75.7973808,OpenStreetMap
P002,Unnamed,retail,26.9221539,75.7970965,OpenStreetMap
P002,Unnamed,food,26.9222337,75.7982649,OpenStreetMap
P002,Unnamed,retail,26.9216448,75.8007439,OpenStreetMap
P002,Unnamed,food,26.9219696,75.8003686,OpenStreetMap
P002,Unnamed,food,26.9219484,75.7974906,OpenStreetMap
P002,Unnamed,retail,26.922117,75.7968989,OpenStreetMap
P002,Unnamed,retail,26.9238521,75.7974749,OpenStreetMap
P002,The Rajasthan Textile Development Corporation,retail,26.9272271,75.7982979,OpenStreetMap
P002,Unnamed,retail,26.9227469,75.7972984,OpenStreetMap
P002,Unique Medical,retail,26.922631,75.7972968,OpenStreetMap
P002,Unnamed,retail,26.9227912,75.7996667,OpenStreetMap
P002,Unnamed,retail,26.9217506,75.796719,OpenStreetMap
P002,Unnamed,retail,26.923053,75.797225,OpenStreetMap
P002,Unnamed,retail,26.9231037,75.7972271,OpenStreetMap
P002,Jaipur Textile Corporation Manufacture and Wholesale,retail,26.9258458,75.7973629,OpenStreetMap
P002,Unnamed,retail,26.9226256,75.7971381,OpenStreetMap
P002,Unnamed,retail,26.9224527,75.7971207,OpenStreetMap
P002,Bikaner Misthan Bhandar,retail,26.9217588,75.7969706,OpenStreetMap
P002,Bikaner Bhojnalaya,food,26.9218853,75.7973434,OpenStreetMap
P002,they offer Thali for 150inr and refill until you are full,food,26.9226018,75.7994137,OpenStreetMap
P002,Unnamed,retail,26.921932,75.7970564,OpenStreetMap
P002,Unnamed,retail,26.9229525,75.7973011,OpenStreetMap
P002,Unnamed,retail,26.9212647,75.7937801,OpenStreetMap
P002,Unnamed,food,26.9193192,75.7997258,OpenStreetMap
P002,Shahar,food,26.9184451,75.799315,OpenStreetMap
P002,mostly cell phone stores,retail,26.9193336,75.7992735,OpenStreetMap
P002,Taluka Fashions,retail,26.9196614,75.7987516,OpenStreetMap
P002,Unnamed,food,26.9194052,75.7997562,OpenStreetMap
P002,Unnamed,retail,26.9170113,75.7969455,OpenStreetMap
P002,Unnamed,retail,26.917311,75.7974383,OpenStreetMap
P002,Unnamed,retail,26.9192903,75.7955215,OpenStreetMap
P002,Unnamed,retail,26.9171908,75.7970188,OpenStreetMap
P002,The Little French Home,food,26.9156131,75.795923,OpenStreetMap
P002,rooftop,food,26.9161718,75.7959976,OpenStreetMap
P002,rooftop,food,26.9156803,75.7959173,OpenStreetMap
P002,RJ Jewellers,retail,26.849339,75.8004637,OpenStreetMap
P002,TVG AMER RESTAURANT,food,26.9415187,75.8386718,OpenStreetMap
P002,The Johri,food,26.9185848,75.8264162,OpenStreetMap
P002,Sonis Cafe,food,26.941585,75.7874029,OpenStreetMap
P002,Burger Queen,food,26.9421064,75.7885138,OpenStreetMap
P002,NV Mart,retail,26.9425367,75.7864334,OpenStreetMap
P002,Unnamed,retail,26.9421854,75.7851044,OpenStreetMap
P002,Baskin RObins,food,26.9562051,75.7794177,OpenStreetMap
P002,Fast M,retail,26.9558458,75.7793044,OpenStreetMap
P002,Kalidoscope,food,26.9563366,75.7806167,OpenStreetMap
P002,DK Mart,retail,26.9452269,75.7828657,OpenStreetMap
P002,uj mARK,retail,26.9526608,75.7774813,OpenStreetMap
P002,Unnamed,food,26.8356221,75.7783902,OpenStreetMap
P002,Unnamed,food,26.847614,75.7772712,OpenStreetMap
P002,Maruti Suzuki,retail,26.8379074,75.776879,OpenStreetMap
P002,Hyundai,retail,26.8379691,75.7777557,OpenStreetMap
P002,Unnamed,food,26.8476238,75.7768204,OpenStreetMap
P002,Unnamed,retail,26.845648,75.7771905,OpenStreetMap
P002,Unnamed,retail,26.842729,75.7698592,OpenStreetMap
P002,Unnamed,food,26.8410838,75.7725838,OpenStreetMap
P002,Unnamed,retail,26.8424221,75.7699968,OpenStreetMap
P002,Unnamed,retail,26.8441041,75.7701895,OpenStreetMap
P002,Unnamed,retail,26.8423116,75.7700656,OpenStreetMap
P002,Choice Departmental Store,retail,26.9574309,75.7415359,OpenStreetMap
P002,Vinayek Medical,retail,26.9639532,75.7427959,OpenStreetMap
P002,Tharka Restauratnt,food,26.9541328,75.7464672,OpenStreetMap
P002,Kunwar Customs,retail,26.9539506,75.7473267,OpenStreetMap
P002,Service Center- Crossland Hyundai Cars,retail,26.9518103,75.7477135,OpenStreetMap
P002,Volkswagen Service Centre,retail,26.9474089,75.763354,OpenStreetMap
P002,OM Toyota,retail,26.9479162,75.7628073,OpenStreetMap
P002,Tata Motors Cars Service Centre - Akar Fourwheel,retail,26.9516904,75.7523964,OpenStreetMap
P002,"Mahindra KS Motors - Commercial Vehicles, Jhotwara",retail,26.9511509,75.7536439,OpenStreetMap
P002,Maruti Suzuki True Value (KTL Automobile),retail,26.9478282,75.7630735,OpenStreetMap
P002,Maruti Suzuki Service (KTL Automobile),retail,26.9477657,75.7623239,OpenStreetMap
P002,Black Scissors,retail,26.9556742,75.7433442,OpenStreetMap
P002,Bharat Gas Distribution & Loading Area,retail,26.9529704,75.7411936,OpenStreetMap
P002,Jaipur Woods,retail,26.8710763,75.7413071,OpenStreetMap
P002,Unnamed,retail,26.9341206,75.853069,OpenStreetMap
P002,Unnamed,retail,26.934289,75.8522839,OpenStreetMap
P002,Retreat,food,26.9154952,75.8064548,OpenStreetMap
P002,Mehfil e Chaii,food,26.9096345,75.7180126,OpenStreetMap
P002,jaipur traditional center,retail,26.8422328,75.8021621,OpenStreetMap
P002,MDRegion,retail,26.8982837,75.8232031,OpenStreetMap
P002,thadi,food,26.8588867,75.8154322,OpenStreetMap
P002,Kiosk,retail,26.919654,75.8220956,OpenStreetMap
P002,Kiosk,retail,26.9197935,75.8229207,OpenStreetMap
P002,NR mart,retail,26.9566797,75.7767063,OpenStreetMap
P002,MUDGAL WOOD INDUSTRIES,retail,26.9073005,75.7234963,OpenStreetMap
P002,Spicy King,food,26.947482,75.7976766,OpenStreetMap
P002,Kha'Ba bar and kitchen,food,26.9319385,75.7886818,OpenStreetMap
P002,The Akky South Indian,food,26.9245268,75.8158137,OpenStreetMap
P002,Rajmahal Restaurant,food,26.9210603,75.7972789,OpenStreetMap
P002,Banana Leaf,food,26.9086334,75.8094777,OpenStreetMap
P002,Foffee,food,26.9352447,75.8241841,OpenStreetMap
P002,Noir Cafe,food,26.9147551,75.8125212,OpenStreetMap
P002,Curious Life Coffee Roasters: RED,food,26.9093594,75.8086807,OpenStreetMap
P002,Jaipur Adda,food,26.9211837,75.7948487,OpenStreetMap
P002,Shree Paawan Sweets,retail,26.9812179,75.7447225,OpenStreetMap
P002,Shree Raghvendra Sweets & Juice Center,retail,26.9813973,75.7446251,OpenStreetMap
P002,Shree Shyam Sweets & Bakers,retail,26.9825373,75.73892,OpenStreetMap
P002,Jai Shri Shyam Auto Parts,retail,26.9804986,75.7386227,OpenStreetMap
P002,Unnamed,food,26.9227725,75.8010294,OpenStreetMap
P002,Mr Macchiato,food,26.9334687,75.7939667,OpenStreetMap
P002,Jio,retail,26.9353335,75.7947052,OpenStreetMap
P002,Ambie Mobiles & Electronics,retail,26.9254954,75.8077497,OpenStreetMap
P002,Shree Shyam communication,retail,26.9257891,75.8079973,OpenStreetMap
P002,Once Upon at Gath,food,26.9375434,75.8158196,OpenStreetMap
P002,Thé & Spices,retail,26.9457828,75.8371484,OpenStreetMap
P002,Café Auberge,food,26.9114545,75.789028,OpenStreetMap
P002,R.K Hotel,food,26.9488328,75.8059295,OpenStreetMap
P002,Chaisa,food,26.8915909,75.7993874,OpenStreetMap
P002,Town Coffee,food,26.8502125,75.8023122,OpenStreetMap
P002,SARATHI - ANVI INFOTECH,retail,26.8974958,75.7795659,OpenStreetMap
P002,Nest,food,26.938739,75.7838425,OpenStreetMap
P002,Cafe Coffee Day,food,26.918498,75.8072435,OpenStreetMap
P002,Al-Baik,food,26.9185204,75.8072441,OpenStreetMap
P002,Cafe Coffee Day,food,26.9545707,75.8420329,OpenStreetMap
P002,Unnamed,retail,26.9455998,75.8398073,OpenStreetMap
P002,Haveli Carpets & Textiles,retail,26.9436338,75.8391854,OpenStreetMap
P002,Battery Smart,retail,26.9339588,75.7948994,OpenStreetMap
P002,Rawat Mishthan Bhandar,retail,26.924236,75.8217742,OpenStreetMap
P002,Roōh Amēr,retail,26.9250565,75.8237512,OpenStreetMap
P002,Unnamed,retail,26.9245244,75.8199589,OpenStreetMap
P002,Unnamed,retail,26.925102,75.8238505,OpenStreetMap
P002,Unnamed,retail,26.9174708,75.8183363,OpenStreetMap
P002,A.K. Tailor,retail,26.9194862,75.8188687,OpenStreetMap
P002,The Wheels,retail,26.9179572,75.8101968,OpenStreetMap
P002,Honey Textiles,retail,26.9006708,75.8369992,OpenStreetMap
P002,Ravi Textiles,retail,26.9005635,75.8369216,OpenStreetMap
P002,SHIVAM SALES,retail,26.9805869,75.73864,OpenStreetMap
P002,Jay Bhawani Namkeen Bhandar,food,26.9755036,75.7372481,OpenStreetMap
P002,SRASH CAFE,food,26.9824941,75.7395953,OpenStreetMap
P002,Royal Jewellers,retail,26.9825922,75.7391081,OpenStreetMap
P002,Rathore Departmental Store,retail,26.9826252,75.7390055,OpenStreetMap
P002,Shree Shyam car workshop and auto parts,retail,26.9821663,75.7389655,OpenStreetMap
P002,Shri Shyam Sweets,food,26.9750245,75.7376813,OpenStreetMap
P002,Satnam Bakery and Fast Food,retail,26.9726203,75.7248303,OpenStreetMap
P002,Honey Textiles,retail,26.9007774,75.8370393,OpenStreetMap
P002,Ravi Textiles,retail,26.900759,75.8370869,OpenStreetMap
P002,Honey Textiles,retail,26.9007774,75.8370393,OpenStreetMap
P002,Ravi Textorium,retail,26.8988807,75.8341648,OpenStreetMap
P002,Royal Fashion,retail,26.8989028,75.8341785,OpenStreetMap
P002,Decathlon,retail,26.8396507,75.7943047,OpenStreetMap
P002,Unnamed,retail,26.9462065,75.7311349,OpenStreetMap
P002,Sharma Cafe,food,26.964051,75.847085,OpenStreetMap
P002,Pink City Treat Cafe,food,26.9192041,75.7958528,OpenStreetMap
P002,McDonald's,food,26.9191598,75.797941,OpenStreetMap
P002,Zudio,retail,26.9191845,75.7978378,OpenStreetMap
P002,Xpose Tattoos,retail,26.9193248,75.7975136,OpenStreetMap
P002,Bhagat Mishtan Bhandar,retail,26.9193414,75.7974257,OpenStreetMap
P002,Ram Dalal Holidays,retail,26.9203294,75.7956703,OpenStreetMap
P002,Domino's,food,26.9249215,75.7934745,OpenStreetMap
P002,Jypore Jewelers,retail,26.9189962,75.7990141,OpenStreetMap
P002,Mahindra,retail,26.9182234,75.8009254,OpenStreetMap
P002,Puma,retail,26.9167649,75.8065535,OpenStreetMap
P002,US Polo Association,retail,26.9167526,75.8066138,OpenStreetMap
P002,Shankar Saree Centre,retail,26.916636,75.8216685,OpenStreetMap
P002,Deepu Saree Emporium,retail,26.916628,75.8216968,OpenStreetMap
P002,Shankar Saree Centre,retail,26.9166437,75.8216432,OpenStreetMap
P002,Friends Saree Centre,retail,26.916643,75.8216047,OpenStreetMap
P002,Mirza Ismail Road,highway,26.9175645,75.8020365,OpenStreetMap
P002,Mirza Ismail Road,highway,26.9180857,75.8005607,OpenStreetMap
P002,Agra Jaipur Bikaner Road,highway,26.9023793,75.847591,OpenStreetMap
P002,Amer Road,highway,26.9264423,75.8293408,OpenStreetMap
P002,Jamwa Ramgarh Road,highway,26.9424485,75.8487393,OpenStreetMap
P002,Sawai Jai Singh Circle,highway,26.9261912,75.7930967,OpenStreetMap
P002,Sawai Jai Singh Highway,highway,26.9272162,75.7913122,OpenStreetMap
P002,Unnamed,highway,26.9231204,75.7932959,OpenStreetMap
P002,Waterworks Road,highway,26.9353136,75.7853657,OpenStreetMap
P002,Unnamed,highway,26.8791539,75.7695895,OpenStreetMap
P002,Flyover,highway,26.8872993,75.7341628,OpenStreetMap
P002,Motidungri Marg,highway,26.9159869,75.8171075,OpenStreetMap
P002,Sawai Mansingh Road,highway,26.8837511,75.8008891,OpenStreetMap
P002,Unnamed,highway,26.8785787,75.7168077,OpenStreetMap
P002,Unnamed,highway,26.8787531,75.7480723,OpenStreetMap
P002,GANDHI CIRCLE,highway,26.8844694,75.81247,OpenStreetMap
P002,Unnamed,highway,26.8489265,75.8032161,OpenStreetMap
P002,Calgiri Road,highway,26.8575366,75.8146919,OpenStreetMap
P002,Unnamed,highway,26.859816,75.8064976,OpenStreetMap
P002,Jawahar Circle,highway,26.8417994,75.8005701,OpenStreetMap
P002,Unnamed,highway,26.8421869,75.8014166,OpenStreetMap
P002,Unnamed,highway,26.840831,75.7962727,OpenStreetMap
P002,Gandhi Marg,highway,26.8867466,75.8024611,OpenStreetMap
P002,Unnamed,highway,26.9042326,75.8176297,OpenStreetMap
P002,Unnamed,highway,26.9110655,75.8196112,OpenStreetMap
P002,Unnamed,highway,26.9138295,75.8199879,OpenStreetMap
P002,Unnamed,highway,26.9130478,75.819806,OpenStreetMap
P002,Unnamed,highway,26.9157319,75.8204735,OpenStreetMap
P002,Unnamed,highway,26.8985581,75.8009292,OpenStreetMap
P002,Unnamed,highway,26.8968151,75.8044775,OpenStreetMap
P002,Bhawani Singh Road,highway,26.89199,75.8144172,OpenStreetMap
P002,Unnamed,highway,26.9014772,75.7947966,OpenStreetMap
P002,Unnamed,highway,26.8625615,75.7974277,OpenStreetMap
P002,New Sanganer Road,highway,26.9002816,75.7722983,OpenStreetMap
P002,Station Road,highway,26.9211598,75.7954663,OpenStreetMap
P002,Unnamed,highway,26.9213662,75.8348203,OpenStreetMap
P002,Chhoti Chaupar,highway,26.9247612,75.8181581,OpenStreetMap
P002,Tripolia Bazaar,highway,26.9235307,75.8238356,OpenStreetMap
P002,Ramganj Bazaar,highway,26.9220096,75.8308817,OpenStreetMap
P002,TeenMurti Circle,highway,26.8989926,75.8161827,OpenStreetMap
P002,Unnamed,highway,26.8994894,75.812641,OpenStreetMap
P002,Shanti Path,highway,26.8864376,75.8259119,OpenStreetMap
P002,Unnamed,highway,26.8478609,75.821838,OpenStreetMap
P002,Agra Jaipur Bikaner Bypass,highway,26.8898827,75.8700639,OpenStreetMap
P002,Old Agra Jaipur Bikaner Road,highway,26.8920615,75.8676384,OpenStreetMap
P002,Unnamed,highway,26.9515735,75.7043127,OpenStreetMap
P002,Unnamed,highway,26.9023046,75.7933334,OpenStreetMap
P002,Bais Godam Flyover,highway,26.9023774,75.7929439,OpenStreetMap
P002,B2 Bypass,highway,26.8400057,75.7724468,OpenStreetMap
P002,Unnamed,highway,26.8899558,75.819688,OpenStreetMap
P002,Flyover,highway,26.9727305,75.7514754,OpenStreetMap
P002,Flyover,highway,26.9845186,75.7595781,OpenStreetMap
P002,Unnamed,highway,26.9525239,75.7338639,OpenStreetMap
P002,Flyover,highway,26.9726644,75.7515589,OpenStreetMap
P002,Gangauri Bazaar,highway,26.9267341,75.8189218,OpenStreetMap
P002,Jai Lal Munshi Ka Rasta,highway,26.9291154,75.8147491,OpenStreetMap
P002,Unnamed,highway,26.9390066,75.8011618,OpenStreetMap
P002,Unnamed,highway,26.938114,75.8021318,OpenStreetMap
P002,Powerhouse Road,highway,26.9332228,75.8028781,OpenStreetMap
P002,Unnamed,highway,26.9394591,75.8015116,OpenStreetMap
P002,Vidyadhar Nagar Road,highway,26.9424677,75.7997875,OpenStreetMap
P002,Ram Mandir Road,highway,26.9224221,75.7861895,OpenStreetMap
P002,Sirsi Road,highway,26.9232128,75.7126069,OpenStreetMap
P002,Agra Jaipur Bikaner Road,highway,26.8917773,75.8727583,OpenStreetMap
P002,Sujrapol Bazaar Road,highway,26.9199734,75.8408718,OpenStreetMap
P002,Bikaner - Agra Road,highway,26.8388326,75.7953615,OpenStreetMap
P002,Unnamed,highway,26.8406497,75.8325544,OpenStreetMap
P002,Jagatpura Flyover,highway,26.8357476,75.8370976,OpenStreetMap
P002,Kanwatia Circle,highway,26.945665,75.7983651,OpenStreetMap
P002,Unnamed,highway,26.9008297,75.7956679,OpenStreetMap
P002,Unnamed,highway,26.9005813,75.7962191,OpenStreetMap
P002,Unnamed,highway,26.9007061,75.7962986,OpenStreetMap
P002,Unnamed,highway,26.899504,75.798452,OpenStreetMap
P002,Unnamed,highway,26.89964,75.7985682,OpenStreetMap
P002,Sardar Patel Road,highway,26.9174123,75.8012076,OpenStreetMap
P002,"Amer Road , JAIPUR",highway,26.9532769,75.8423217,OpenStreetMap
P002,Amer Road,highway,26.9347378,75.8333039,OpenStreetMap
P002,Amer Road,highway,26.9320516,75.8325508,OpenStreetMap
P002,Jamwa Ramgarh Road,highway,26.9735814,75.8692722,OpenStreetMap
P002,Unnamed,highway,26.9316045,75.8319217,OpenStreetMap
P002,Acharya Shri Tulsi Setu,highway,26.9137592,75.7918608,OpenStreetMap
P002,Acharya Shri Tulsi Setu,highway,26.9119442,75.7869845,OpenStreetMap
P002,Gopalpura Bypass Road,highway,26.8676324,75.8057121,OpenStreetMap
P002,JLN Marg Flyover,highway,26.8610799,75.8063885,OpenStreetMap
P002,Bhaskar Flyover,highway,26.8650818,75.8011321,OpenStreetMap
P002,JLN Marg Flyover,highway,26.8579923,75.8055827,OpenStreetMap
P002,Tonk Road Flyover,highway,26.8763232,75.7982004,OpenStreetMap
P002,Unnamed,highway,26.8630998,75.7931323,OpenStreetMap
P002,Gopalpura Bypass Flyover,highway,26.8646259,75.7882988,OpenStreetMap
P002,Tripolia Bazaar,highway,26.923941,75.8226909,OpenStreetMap
P002,Sawai Mansingh Road,highway,26.8976003,75.8107596,OpenStreetMap
P002,Unnamed,highway,26.8993868,75.8132308,OpenStreetMap
P002,Mirza Ismail Road,highway,26.9160731,75.8196883,OpenStreetMap
P002,Mirza Ismail Road,highway,26.9151199,75.8244491,OpenStreetMap
P002,Mirza Ismail Road,highway,26.916898,75.8161379,OpenStreetMap
P002,Jhotwara Road flyover,highway,26.9420292,75.7663846,OpenStreetMap
P002,Kalwad Road,highway,26.9428364,75.7605399,OpenStreetMap
P002,Jhotwara Pulia,highway,26.9429481,75.7626272,OpenStreetMap
P002,Unnamed,highway,26.9525662,75.7337624,OpenStreetMap
P002,Unnamed,highway,26.9394401,75.7315603,OpenStreetMap
P002,Flyover,highway,26.945827,75.7321388,OpenStreetMap
P002,Flyover,highway,26.9458377,75.7320028,OpenStreetMap
P002,Mirza Ismail Road,highway,26.916547,75.8129352,OpenStreetMap
P002,Mirza Ismail Road,highway,26.9151502,75.825069,OpenStreetMap
P002,Unnamed,highway,26.9915041,75.7646164,OpenStreetMap
P002,Flyover,highway,26.9978268,75.7709856,OpenStreetMap
P002,Flyover,highway,26.9977937,75.7711011,OpenStreetMap
P002,B2 Bypass,highway,26.8390057,75.7808129,OpenStreetMap
P002,Ajmer Road,highway,26.8920005,75.7436232,OpenStreetMap
P002,Flyover,highway,26.8863407,75.7322119,OpenStreetMap
P002,Flyover,highway,26.9209178,75.730392,OpenStreetMap
P002,Flyover,highway,26.9209315,75.7302462,OpenStreetMap
P002,Unnamed,highway,26.9014161,75.7306543,OpenStreetMap
P002,Flyover,highway,26.9320504,75.7308065,OpenStreetMap
P002,Flyover,highway,26.9320259,75.7309352,OpenStreetMap
P002,Unnamed,highway,26.8923158,75.7352369,OpenStreetMap
P002,Unnamed,highway,26.9394598,75.7314304,OpenStreetMap
P002,Unnamed,highway,26.889894,75.7362411,OpenStreetMap
P002,Unnamed,highway,26.9259692,75.730638,OpenStreetMap
P002,Unnamed,highway,26.9259872,75.7304991,OpenStreetMap
P002,Unnamed,highway,26.8889795,75.7367045,OpenStreetMap
P002,Unnamed,highway,26.8872344,75.7342216,OpenStreetMap
P002,Flyover,highway,26.8889431,75.7363414,OpenStreetMap
P002,Acharya Shri Tulsi Setu,highway,26.9120871,75.7869862,OpenStreetMap
P002,Ajmer Road,highway,26.9145574,75.7939878,OpenStreetMap
P002,Sikar Road,highway,26.9398666,75.779401,OpenStreetMap
P002,Jhotwara Road flyover,highway,26.9407627,75.7712764,OpenStreetMap
P002,Meera Marg,highway,26.936219,75.7915082,OpenStreetMap
P002,Bais Godam Flyover,highway,26.9026477,75.789969,OpenStreetMap
P002,Unnamed,highway,26.9026753,75.786633,OpenStreetMap
P002,Bais Godam Flyover,highway,26.9028142,75.7868675,OpenStreetMap
P002,Hawa sadak,highway,26.9025913,75.78651,OpenStreetMap
P002,Hawa sadak,highway,26.902253,75.7805451,OpenStreetMap
P002,Bais Godam Flyover,highway,26.9027018,75.7869202,OpenStreetMap
P002,Unnamed,highway,26.9390444,75.7861219,OpenStreetMap
P002,Meera Marg,highway,26.936065,75.7917745,OpenStreetMap
P002,Ram Mandir Rd,highway,26.9274079,75.7848319,OpenStreetMap
P002,Ram Mandir Road,highway,26.9273429,75.7849989,OpenStreetMap
P002,Chandpol Bazaar,highway,26.9254151,75.8143874,OpenStreetMap
P002,Mirza Ismail Road,highway,26.9167946,75.8168376,OpenStreetMap
P002,Mirza Ismail Road,highway,26.9169185,75.8164415,OpenStreetMap
P002,Mirza Ismail Road,highway,26.9152101,75.82507,OpenStreetMap
P002,Agra Road,highway,26.9077306,75.8399682,OpenStreetMap
P002,Jothwara Road,highway,26.9401269,75.7841661,OpenStreetMap
P002,Unnamed,highway,26.9352666,75.7855654,OpenStreetMap
P002,Unnamed,highway,26.9272382,75.8070737,OpenStreetMap
P002,Agra Jaipur Bikaner Road,highway,26.9015517,75.8496226,OpenStreetMap
P002,Old Agra Jaipur Bikaner Road,highway,26.897114,75.8593585,OpenStreetMap
P002,Agra Jaipur Bikaner Road,highway,26.9017407,75.8501574,OpenStreetMap
P002,Agra Jaipur Bikaner Road,highway,26.9013544,75.8523939,OpenStreetMap
P002,Agra Jaipur Bikaner Road,highway,26.9019992,75.851038,OpenStreetMap
P002,Agra Road,highway,26.9116558,75.8351171,OpenStreetMap
P002,Agra Road,highway,26.9116225,75.8351095,OpenStreetMap
P002,Agra Jaipur-Bikaner Road Underpass,highway,26.9036903,75.8448872,OpenStreetMap
P002,Agra Road,highway,26.9091571,75.8381266,OpenStreetMap
P002,Mirza Ismail Road,highway,26.9149386,75.8265819,OpenStreetMap
